Crop Type,Soil Type,Temperature (°C),Humidity (%),Soil Moisture (%),Rainfall (mm),Water Requirement (L/sq.m)
Maize,Peat,38.56,82.16,71.07,31.13,0.0
Maize,Silt,27.1,34.09,25.03,106.06,0.0
Sugarcane,Silt,10.8,49.56,93.79,270.52,0.0
Tomato,Sandy,15.32,57.38,24.94,60.98,0.0
Rice,Sandy,27.97,41.93,64.77,6.68,5.7
Wheat,Peat,43.41,30.11,65.72,189.78,0.0
Tomato,Silt,24.37,87.03,52.33,147.56,0.0
Maize,Silt,18.17,68.53,40.41,115.02,0.0
Sugarcane,Peat,12.17,71.7,16.51,175.62,0.0
Wheat,Peat,29.38,39.26,16.52,70.54,0.0
Cotton,Silt,17.39,50.38,77.42,9.51,1.64
Cotton,Loamy,38.99,88.02,35.65,161.78,0.0
Rice,Clay,38.05,70.48,94.26,271.76,0.0
Cotton,Silt,44.4,70.39,70.4,223.86,0.0
Wheat,Silt,14.46,34.48,51.09,277.95,0.0
Barley,Peat,38.25,43.92,64.02,218.02,0.0
Cotton,Peat,17.75,16.89,11.09,181.4,0.0
Sugarcane,Silt,28.52,23.8,42.61,209.59,0.0
Barley,Sandy,24.68,59.27,5.1,230.02,0.0
Rice,Loamy,22.82,77.48,30.19,176.36,0.0
Sugarcane,Clay,34.91,53.86,61.13,235.73,0.0
Sugarcane,Sandy,41.65,16.25,25.23,272.13,0.0
Maize,Loamy,27.62,84.5,72.89,296.1,0.0
Tomato,Peat,43.81,10.3,29.55,218.75,0.0
Cotton,Sandy,42.99,34.77,29.4,94.81,0.0
Maize,Peat,18.78,27.14,86.91,41.12,0.45
Barley,Peat,29.84,24.08,14.07,194.75,0.0
Soybean,Loamy,40.2,77.12,87.14,245.43,0.0
Maize,Sandy,11.5,19.07,90.16,154.34,0.0
Soybean,Loamy,13.21,28.21,49.6,211.32,0.0
Maize,Peat,37.58,40.49,68.15,218.5,0.0
Maize,Sandy,44.45,28.21,60.15,125.49,0.0
Barley,Silt,33.7,76.11,88.83,32.63,0.0
Sugarcane,Sandy,26.16,50.79,59.76,69.96,0.0
Rice,Clay,20.76,55.83,43.5,202.57,0.0
Barley,Sandy,30.85,79.61,18.22,126.53,0.0
Maize,Loamy,36.35,16.32,83.68,193.54,0.0
Barley,Silt,33.34,21.51,81.14,175.0,0.0
Cotton,Sandy,25.05,75.12,29.02,140.53,0.0
Sugarcane,Sandy,27.62,32.01,22.0,151.7,0.0
Wheat,Loamy,19.64,21.16,92.54,292.08,0.0
Cotton,Loamy,23.12,85.52,69.53,89.75,0.0
Cotton,Sandy,12.24,67.53,38.53,294.27,0.0
Tomato,Silt,29.71,61.73,2.54,14.5,2.46
Soybean,Sandy,44.52,29.99,88.26,119.83,0.0
Cotton,Loamy,35.95,82.51,0.08,270.01,0.0
Wheat,Loamy,10.63,17.94,0.7,135.21,0.0
Wheat,Silt,35.36,39.34,55.31,39.68,3.5
Sugarcane,Peat,19.16,64.82,37.31,147.42,0.0
Maize,Loamy,11.38,58.59,27.28,227.47,0.0
Sugarcane,Sandy,43.34,65.57,97.71,241.31,0.0
Rice,Peat,18.21,59.95,17.85,238.83,0.0
Wheat,Peat,35.71,13.65,47.3,121.83,0.0
Tomato,Peat,24.92,19.08,84.7,60.92,0.66
Sugarcane,Peat,11.03,50.91,62.65,96.41,0.0
Barley,Peat,32.27,58.94,16.13,260.67,0.0
Soybean,Clay,18.25,58.75,49.5,24.77,0.03
Sugarcane,Silt,15.25,47.66,77.56,40.66,0.0
Barley,Clay,20.0,37.1,38.45,35.79,0.55
Barley,Sandy,17.82,41.7,19.24,25.13,0.86
Wheat,Loamy,42.62,55.9,99.16,26.86,3.94
Maize,Sandy,41.43,76.78,87.63,269.23,0.0
Soybean,Silt,25.45,61.21,36.68,144.21,0.0
Barley,Peat,26.36,69.21,41.76,256.8,0.0
Cotton,Clay,29.11,88.41,27.59,178.55,0.0
Rice,Clay,10.87,84.78,30.06,89.26,0.0
Barley,Peat,15.76,40.36,59.99,213.2,0.0
Maize,Clay,23.1,42.71,98.18,65.91,0.0
Tomato,Loamy,40.59,89.23,56.16,14.4,0.02
Sugarcane,Loamy,34.35,58.38,56.05,15.26,4.05
Cotton,Peat,40.51,60.31,74.32,276.31,0.0
Sugarcane,Clay,24.84,76.28,44.15,14.54,0.64
Sugarcane,Silt,39.12,54.77,53.14,224.55,0.0
Sugarcane,Sandy,13.8,30.18,55.37,42.41,0.0
Tomato,Peat,41.82,21.8,6.38,257.18,0.0
Barley,Silt,14.45,79.43,53.44,250.83,0.0
Soybean,Loamy,26.59,63.42,26.23,13.7,1.78
Wheat,Peat,10.0,85.98,21.41,169.63,0.0
Sugarcane,Peat,21.49,76.28,29.62,272.56,0.0
Cotton,Sandy,15.23,26.89,51.35,241.15,0.0
Barley,Clay,44.25,26.3,81.24,203.82,0.0
Tomato,Clay,32.37,65.71,76.81,261.01,0.0
Maize,Clay,39.85,42.54,33.94,271.4,0.0
Barley,Clay,25.45,59.88,54.94,153.48,0.0
Wheat,Peat,42.14,80.29,16.69,287.79,0.0
Cotton,Clay,32.65,39.21,52.63,225.2,0.0
Tomato,Silt,32.69,33.48,18.86,291.65,0.0
Barley,Sandy,13.11,45.13,6.37,134.32,0.0
Soybean,Silt,43.01,48.79,2.03,29.6,4.16
Maize,Loamy,25.5,79.41,9.22,186.74,0.0
Rice,Clay,13.53,58.78,37.85,243.62,0.0
Cotton,Sandy,22.41,64.9,5.71,110.46,0.0
Wheat,Loamy,21.77,37.15,93.56,295.75,0.0
Rice,Sandy,18.82,60.78,4.11,123.71,0.0
Maize,Peat,28.96,16.19,58.05,6.29,7.46
Rice,Clay,11.76,47.73,88.87,135.51,0.0
Sugarcane,Silt,44.55,17.57,43.5,264.09,0.0
Wheat,Clay,30.71,39.51,66.01,150.75,0.0
Rice,Loamy,27.4,57.6,70.06,213.49,0.0
Cotton,Clay,26.45,59.77,54.61,284.73,0.0
Rice,Clay,26.62,46.01,57.08,94.34,0.0
Barley,Peat,29.4,51.83,88.49,154.02,0.0
Cotton,Silt,23.06,64.68,1.62,9.37,1.51
Soybean,Loamy,30.46,16.14,48.69,236.46,0.0
Soybean,Silt,21.71,61.01,73.68,202.43,0.0
Tomato,Clay,39.87,12.7,1.18,147.2,0.0
Wheat,Loamy,14.99,77.98,4.18,83.3,0.0
Wheat,Silt,29.86,31.14,39.77,259.17,0.0
Tomato,Loamy,33.05,24.86,93.46,116.11,0.0
Sugarcane,Loamy,25.06,31.49,0.17,20.4,4.6
Wheat,Peat,22.19,34.77,74.0,81.21,0.0
Cotton,Peat,14.55,17.14,76.11,50.78,0.0
Barley,Loamy,11.25,32.5,49.94,133.81,0.0
Wheat,Clay,14.01,71.86,65.37,54.5,0.0
Cotton,Loamy,33.44,44.4,49.04,258.32,0.0
Barley,Sandy,35.1,11.04,61.89,134.28,0.0
Cotton,Sandy,41.2,10.32,55.26,54.24,5.86
Soybean,Clay,18.29,42.67,86.12,243.18,0.0
Wheat,Sandy,37.77,28.2,7.26,168.96,0.0
Soybean,Clay,43.38,17.3,99.1,122.64,0.0
Wheat,Sandy,12.76,35.78,18.01,107.88,0.0
Maize,Peat,18.46,67.88,62.47,182.13,0.0
Cotton,Peat,10.99,61.29,86.94,246.43,0.0
Maize,Sandy,30.02,15.19,52.84,158.23,0.0
Barley,Loamy,27.69,75.0,70.48,53.16,0.0
Maize,Peat,36.85,39.42,76.6,298.48,0.0
Wheat,Clay,10.97,69.46,45.68,243.86,0.0
Tomato,Silt,34.65,68.68,74.99,229.59,0.0
Maize,Peat,27.01,79.45,63.75,171.07,0.0
Tomato,Peat,14.52,49.26,35.87,266.04,0.0
Rice,Silt,42.76,69.55,39.26,125.16,0.0
Maize,Loamy,29.66,31.29,47.04,54.5,1.34
Wheat,Clay,32.38,80.86,57.8,203.6,0.0
Tomato,Clay,11.07,83.18,28.91,209.94,0.0
Cotton,Clay,13.03,24.2,72.19,77.77,0.0
Soybean,Clay,13.89,60.53,55.18,173.48,0.0
Rice,Silt,44.68,70.3,47.04,40.75,0.42
Wheat,Peat,23.64,10.96,93.1,188.79,0.0
Rice,Peat,31.49,54.89,55.68,275.67,0.0
Sugarcane,Sandy,32.19,38.39,9.22,151.98,0.0
Soybean,Sandy,27.06,10.96,32.42,11.91,6.5
Tomato,Loamy,26.63,66.2,66.44,41.48,0.0
Cotton,Silt,34.58,25.56,9.37,179.77,0.0
Barley,Peat,31.52,28.17,40.11,202.21,0.0
Barley,Loamy,35.77,29.56,88.29,266.09,0.0
Tomato,Loamy,11.68,52.33,90.33,231.16,0.0
Rice,Silt,17.44,57.69,28.45,110.23,0.0
Maize,Clay,23.86,34.08,70.7,291.3,0.0
Sugarcane,Clay,24.75,33.94,64.65,286.9,0.0
Tomato,Peat,35.08,26.91,11.71,170.33,0.0
Maize,Loamy,14.8,40.7,74.0,295.28,0.0
Wheat,Peat,36.72,10.28,5.76,296.74,0.0
Tomato,Peat,26.58,34.64,8.21,121.11,0.0
Cotton,Sandy,21.24,72.44,92.95,182.84,0.0
Rice,Peat,44.9,22.03,73.52,69.34,5.68
Tomato,Clay,10.36,48.09,19.2,292.05,0.0
Cotton,Sandy,44.0,46.84,18.04,212.36,0.0
Cotton,Clay,20.15,82.16,58.21,222.23,0.0
Cotton,Peat,41.75,11.2,8.15,267.0,0.0
Sugarcane,Clay,27.58,52.45,9.89,178.23,0.0
Rice,Sandy,34.09,35.82,49.76,185.47,0.0
Wheat,Peat,22.39,83.87,25.81,27.66,0.0
Barley,Clay,27.2,18.81,15.64,170.87,0.0
Maize,Peat,23.49,78.96,54.19,72.48,0.0
Tomato,Loamy,27.07,47.78,67.44,112.82,0.0
Maize,Peat,14.06,52.17,40.82,62.6,0.0
Cotton,Sandy,26.98,86.26,88.53,212.24,0.0
Soybean,Sandy,38.97,12.85,59.46,181.77,0.0
Cotton,Sandy,17.19,46.66,33.82,294.97,0.0
Cotton,Silt,33.24,67.87,8.18,272.62,0.0
Soybean,Peat,34.1,40.96,90.28,266.16,0.0
Sugarcane,Peat,21.41,12.42,27.3,274.74,0.0
Barley,Loamy,26.81,89.89,78.37,222.11,0.0
Barley,Silt,40.15,13.36,45.04,252.19,0.0
Soybean,Silt,25.85,24.72,90.26,61.74,0.3
Barley,Peat,34.61,54.41,85.15,10.74,3.77
Rice,Silt,25.69,73.82,45.45,96.56,0.0
Sugarcane,Sandy,39.58,60.98,88.3,13.78,4.71
Wheat,Silt,31.31,46.21,51.83,211.81,0.0
Tomato,Clay,21.11,38.77,72.81,29.76,1.4
Maize,Loamy,12.05,42.12,74.59,6.9,1.63
Wheat,Loamy,32.84,18.66,42.21,283.5,0.0
Cotton,Silt,12.33,79.69,15.64,92.36,0.0
Wheat,Clay,41.34,39.86,25.04,252.02,0.0
Sugarcane,Silt,32.5,56.4,65.49,35.79,1.43
Rice,Peat,35.05,26.06,64.08,288.98,0.0
Tomato,Loamy,26.62,26.4,61.77,86.64,0.0
Barley,Clay,21.75,59.48,36.95,120.7,0.0
Barley,Silt,27.2,18.07,74.91,252.0,0.0
Wheat,Loamy,17.82,82.83,36.87,107.84,0.0
Tomato,Silt,40.89,32.2,49.48,44.2,5.06
Soybean,Sandy,26.69,15.26,31.74,14.47,5.79
Sugarcane,Loamy,32.19,41.36,94.47,79.99,0.0
Wheat,Peat,34.42,50.23,12.0,89.73,0.0
Tomato,Loamy,25.42,83.85,42.66,215.62,0.0
Sugarcane,Sandy,40.86,50.45,92.87,267.57,0.0
Soybean,Peat,32.99,79.29,5.42,82.58,0.0
Barley,Peat,25.9,15.37,19.62,276.3,0.0
Maize,Loamy,11.11,17.55,30.62,10.78,1.98
Tomato,Sandy,13.44,23.69,3.27,104.47,0.0
Rice,Peat,13.57,59.64,79.61,95.28,0.0
Soybean,Sandy,39.07,65.16,18.04,284.89,0.0
Sugarcane,Clay,10.66,19.23,64.25,126.42,0.0
Tomato,Sandy,16.6,25.78,41.73,208.75,0.0
Maize,Loamy,41.66,28.53,37.72,265.25,0.0
Wheat,Loamy,31.32,44.05,54.22,252.24,0.0
Rice,Silt,26.05,44.42,74.87,202.29,0.0
Rice,Peat,43.39,10.62,67.85,53.02,9.15
Wheat,Loamy,37.33,21.32,21.71,82.35,1.71
Wheat,Sandy,40.14,16.53,70.66,102.24,1.04
Barley,Peat,13.91,40.77,59.49,207.72,0.0
Cotton,Silt,18.92,26.52,75.43,28.79,1.49
Maize,Silt,15.17,29.57,3.49,68.27,0.0
Rice,Loamy,23.86,84.27,18.76,214.38,0.0
Tomato,Peat,40.35,70.7,17.84,170.95,0.0
Cotton,Silt,26.76,81.7,46.32,283.56,0.0
Soybean,Loamy,26.68,12.49,96.55,136.57,0.0
Cotton,Peat,24.14,13.58,75.17,102.46,0.0
Soybean,Clay,33.27,55.77,18.01,298.28,0.0
Barley,Loamy,22.43,11.92,58.47,264.16,0.0
Barley,Loamy,34.56,77.39,60.2,244.09,0.0
Cotton,Silt,41.96,54.3,57.49,186.43,0.0
Barley,Loamy,38.43,62.36,39.87,48.31,0.0
Maize,Loamy,18.48,73.01,67.08,140.52,0.0
Maize,Clay,39.53,76.52,79.14,5.16,2.58
Rice,Silt,12.79,80.85,10.25,88.25,0.0
Wheat,Clay,37.68,44.1,65.04,35.2,3.85
Maize,Loamy,27.42,15.5,73.36,16.57,6.07
Barley,Sandy,19.33,84.72,20.21,178.74,0.0
Rice,Sandy,44.81,27.21,60.18,164.6,0.0
Barley,Sandy,19.59,55.39,7.8,78.12,0.0
Maize,Loamy,25.42,41.55,74.55,198.09,0.0
Barley,Loamy,40.72,15.32,47.47,64.86,4.51
Rice,Silt,38.29,36.68,92.03,190.1,0.0
Soybean,Sandy,38.53,24.61,57.0,72.31,2.33
Sugarcane,Silt,14.04,74.99,42.39,270.99,0.0
Barley,Clay,41.26,11.56,86.99,157.78,0.0
Tomato,Clay,38.9,77.84,59.65,42.32,0.0
Sugarcane,Sandy,26.28,18.8,93.79,159.82,0.0
Rice,Silt,40.04,58.73,34.52,138.6,0.0
Wheat,Peat,17.34,83.81,8.67,40.32,0.0
Tomato,Silt,33.06,31.85,87.65,46.78,2.97
Barley,Clay,21.33,56.86,28.94,126.99,0.0
Rice,Loamy,37.56,68.37,83.31,230.87,0.0
Maize,Silt,13.61,34.36,60.39,186.39,0.0
Sugarcane,Clay,17.58,28.84,14.18,205.94,0.0
Rice,Silt,11.97,67.52,48.41,89.24,0.0
Rice,Peat,11.48,76.47,62.59,223.07,0.0
Cotton,Sandy,30.2,48.6,11.44,262.21,0.0
Rice,Clay,33.46,78.37,69.67,143.06,0.0
Wheat,Sandy,10.56,59.29,73.32,152.34,0.0
Rice,Clay,38.2,82.51,92.33,268.52,0.0
Barley,Sandy,21.22,62.37,53.26,153.21,0.0
Wheat,Sandy,39.88,58.8,50.22,236.92,0.0
Wheat,Sandy,29.22,49.91,25.26,105.37,0.0
Wheat,Clay,27.11,89.43,12.41,99.68,0.0
Tomato,Peat,40.36,42.67,89.64,229.61,0.0
Sugarcane,Peat,37.55,86.01,59.42,255.97,0.0
Maize,Peat,14.71,14.41,86.44,113.31,0.0
Wheat,Silt,23.19,63.27,90.67,60.57,0.0
Soybean,Peat,28.43,16.48,74.67,52.39,2.54
Tomato,Peat,25.87,49.47,95.03,108.87,0.0
Rice,Peat,20.18,53.06,94.08,89.32,0.0
Sugarcane,Sandy,35.43,59.29,0.8,204.3,0.0
Barley,Clay,13.01,31.2,4.61,140.15,0.0
Tomato,Sandy,18.19,53.75,79.08,216.49,0.0
Maize,Sandy,37.2,12.19,86.63,231.83,0.0
Barley,Silt,12.32,71.01,3.93,122.2,0.0
Soybean,Clay,35.33,57.19,32.21,34.78,1.49
Rice,Loamy,42.61,43.84,88.1,191.49,0.0
Barley,Clay,10.22,20.19,72.23,240.55,0.0
Tomato,Peat,28.58,51.35,46.91,141.85,0.0
Wheat,Peat,25.25,84.12,38.68,297.33,0.0
Maize,Loamy,19.98,40.05,25.02,13.29,2.66
Barley,Peat,13.95,70.24,80.27,243.62,0.0
Wheat,Loamy,37.01,57.48,73.86,90.29,0.0
Sugarcane,Sandy,23.83,50.81,65.33,10.02,3.63
Cotton,Peat,33.23,31.65,33.11,284.23,0.0
Maize,Clay,20.27,59.4,87.48,298.38,0.0
Maize,Loamy,15.98,51.16,77.9,14.27,1.17
Maize,Clay,10.85,40.34,82.36,151.15,0.0
Maize,Silt,32.98,15.4,28.78,69.07,2.39
Barley,Peat,34.8,24.1,70.07,133.86,0.0
Barley,Silt,16.55,27.56,22.87,279.61,0.0
Wheat,Loamy,29.03,21.96,22.67,233.18,0.0
Wheat,Sandy,31.84,53.57,59.62,288.91,0.0
Wheat,Silt,29.49,40.7,16.38,95.53,0.0
Soybean,Silt,10.5,13.58,89.78,155.67,0.0
Cotton,Silt,29.05,60.75,12.5,151.77,0.0
Cotton,Sandy,25.99,66.63,13.4,294.3,0.0
Soybean,Clay,11.2,52.21,86.23,27.43,0.0
Cotton,Loamy,43.36,74.95,63.5,130.32,0.0
Barley,Silt,10.79,43.22,12.96,172.8,0.0
Cotton,Clay,31.06,85.74,66.04,84.55,0.0
Barley,Silt,42.24,73.63,17.81,171.4,0.0
Maize,Clay,24.37,48.88,23.35,185.22,0.0
Tomato,Clay,12.38,20.76,71.0,216.66,0.0
Tomato,Peat,43.9,40.29,70.46,152.64,0.0
Maize,Peat,17.27,86.0,66.2,209.5,0.0
Sugarcane,Silt,42.77,15.42,24.76,190.71,0.0
Maize,Clay,30.66,34.54,84.16,23.14,4.38
Maize,Loamy,34.69,85.66,12.17,169.3,0.0
Maize,Loamy,19.4,59.47,27.36,214.5,0.0
Cotton,Clay,37.38,43.7,91.45,243.58,0.0
Soybean,Sandy,41.91,44.8,89.01,113.4,0.0
Wheat,Silt,21.86,72.05,44.64,212.24,0.0
Barley,Loamy,26.24,55.33,20.79,282.06,0.0
Rice,Sandy,11.62,43.31,11.07,67.35,0.0
Wheat,Loamy,15.44,70.24,0.48,58.75,0.0
Wheat,Silt,31.94,88.26,87.37,70.04,0.0
Sugarcane,Sandy,27.69,61.03,75.89,202.44,0.0
Wheat,Loamy,10.08,48.26,55.31,39.86,0.0
Tomato,Clay,23.23,83.27,37.21,16.98,0.0
Cotton,Peat,27.65,68.18,56.62,248.98,0.0
Tomato,Clay,40.19,31.19,13.93,50.13,4.42
Tomato,Clay,32.72,71.91,53.39,124.64,0.0
Cotton,Silt,30.58,30.55,5.5,285.78,0.0
Barley,Silt,44.48,59.54,36.75,226.08,0.0
Maize,Silt,44.78,14.03,3.73,182.58,0.0
Barley,Silt,38.68,83.05,89.98,291.94,0.0
Barley,Loamy,14.56,69.15,76.17,133.9,0.0
Sugarcane,Silt,33.86,30.24,2.01,204.27,0.0
Cotton,Loamy,19.09,67.14,38.72,177.15,0.0
Tomato,Sandy,23.8,53.92,13.07,40.2,0.0
Cotton,Peat,18.46,76.28,32.88,30.99,0.0
Barley,Peat,11.11,20.65,34.29,215.37,0.0
Tomato,Peat,44.38,35.15,32.76,135.22,0.0
Tomato,Loamy,30.1,52.98,74.25,76.91,0.0
Sugarcane,Silt,34.03,48.35,26.67,127.83,0.0
Rice,Loamy,42.66,87.38,50.06,200.7,0.0
Wheat,Loamy,32.66,86.86,53.38,179.82,0.0
Rice,Silt,18.1,33.32,76.61,49.02,0.0
Wheat,Sandy,14.42,53.09,56.96,239.49,0.0
Sugarcane,Clay,28.12,87.41,25.19,155.79,0.0
Barley,Loamy,12.92,52.01,5.18,19.07,0.14
Rice,Loamy,32.67,54.89,55.07,277.83,0.0
Wheat,Peat,41.77,79.81,29.89,7.52,2.27
Maize,Peat,21.82,72.92,6.25,178.04,0.0
Cotton,Silt,15.32,80.91,17.92,207.98,0.0
Rice,Clay,41.32,56.4,87.08,104.99,0.0
Barley,Silt,38.03,32.84,71.63,193.57,0.0
Maize,Peat,26.74,19.06,85.04,224.97,0.0
Maize,Loamy,40.24,15.82,1.52,58.34,5.46
Cotton,Loamy,41.13,40.41,13.11,272.22,0.0
Maize,Clay,40.27,70.39,24.51,285.34,0.0
Wheat,Silt,37.37,39.33,23.96,12.6,6.93
Maize,Sandy,28.65,51.79,62.25,295.28,0.0
Maize,Clay,23.97,87.59,91.92,49.34,0.0
Maize,Loamy,15.16,25.34,57.49,20.44,1.73
Wheat,Clay,23.17,27.81,3.43,133.35,0.0
Rice,Clay,11.78,77.09,34.15,9.68,0.0
Barley,Sandy,13.21,48.25,1.4,274.92,0.0
Cotton,Clay,39.53,41.2,78.34,11.09,5.64
Soybean,Clay,24.23,27.1,80.75,172.83,0.0
Wheat,Silt,26.25,17.17,45.46,143.28,0.0
Soybean,Clay,37.95,38.04,14.22,59.08,1.83
Wheat,Peat,44.95,24.28,11.16,265.59,0.0
Rice,Loamy,42.53,69.79,73.37,188.83,0.0
Cotton,Sandy,21.75,22.47,12.52,32.5,2.02
Rice,Loamy,39.91,42.38,92.19,71.67,0.6
Soybean,Sandy,22.92,49.73,53.58,246.07,0.0
Rice,Silt,11.83,85.49,26.28,132.98,0.0
Cotton,Peat,32.36,83.69,85.4,121.39,0.0
Sugarcane,Loamy,41.64,39.13,62.34,208.91,0.0
Rice,Sandy,15.11,86.05,51.15,59.59,0.0
Wheat,Loamy,29.08,53.63,95.38,284.76,0.0
Barley,Peat,18.04,19.61,87.43,10.39,3.42
Maize,Loamy,19.77,71.46,57.96,251.57,0.0
Maize,Clay,31.98,30.05,86.92,79.94,0.0
Barley,Silt,28.25,14.52,0.18,242.28,0.0
Tomato,Sandy,26.59,66.02,79.46,46.21,0.0
Barley,Silt,14.95,64.97,85.13,176.21,0.0
Wheat,Peat,17.19,67.92,82.7,228.07,0.0
Soybean,Loamy,25.43,17.81,22.32,114.64,0.0
Soybean,Loamy,28.98,60.66,72.32,90.99,0.0
Wheat,Loamy,27.9,23.6,49.31,200.34,0.0
Barley,Clay,23.49,37.62,37.52,12.59,3.26
Barley,Loamy,41.84,81.9,24.65,39.67,0.0
Wheat,Peat,10.61,54.31,98.6,204.25,0.0
Soybean,Sandy,42.0,49.72,51.79,50.3,1.91
Soybean,Loamy,13.56,13.6,20.42,37.55,0.14
Cotton,Peat,37.51,83.23,46.54,153.75,0.0
Soybean,Sandy,33.31,76.01,33.42,16.16,1.0
Maize,Loamy,15.03,19.67,59.46,133.87,0.0
Wheat,Clay,36.16,66.24,57.69,236.02,0.0
Barley,Clay,18.28,37.04,72.83,105.09,0.0
Tomato,Peat,12.25,68.27,97.18,113.83,0.0
Wheat,Sandy,37.07,22.92,35.38,149.62,0.0
Wheat,Clay,24.44,48.0,65.62,41.09,0.14
Wheat,Peat,36.1,10.04,20.36,96.58,1.28
Rice,Clay,28.88,51.66,11.85,292.74,0.0
Soybean,Silt,21.54,30.49,47.77,43.04,0.65
Wheat,Clay,43.66,42.0,86.65,0.88,9.19
Tomato,Silt,28.96,29.62,72.81,203.99,0.0
Wheat,Sandy,15.37,30.92,24.8,147.29,0.0
Maize,Peat,23.71,39.6,55.7,259.12,0.0
Rice,Sandy,10.31,45.9,23.5,40.59,0.0
Wheat,Loamy,40.84,10.38,49.68,38.6,9.17
Sugarcane,Peat,30.71,16.07,83.35,60.42,3.19
Maize,Clay,29.65,53.04,70.81,202.22,0.0
Sugarcane,Loamy,16.14,18.88,10.35,93.63,0.0
Wheat,Loamy,11.33,74.01,75.46,272.17,0.0
Soybean,Loamy,17.26,15.7,91.83,33.59,1.42
Soybean,Loamy,11.19,57.03,41.42,267.44,0.0
Maize,Sandy,41.07,56.42,76.59,113.15,0.0
Wheat,Silt,39.17,26.16,60.49,0.61,10.54
Wheat,Sandy,30.75,70.91,97.25,110.3,0.0
Cotton,Loamy,20.07,65.49,85.64,298.97,0.0
Cotton,Loamy,30.02,65.3,89.99,154.2,0.0
Rice,Loamy,17.83,39.5,19.36,244.24,0.0
Soybean,Sandy,31.86,12.68,81.82,290.68,0.0
Barley,Peat,36.16,27.83,51.07,225.2,0.0
Wheat,Loamy,39.96,32.46,83.37,53.5,4.01
Tomato,Sandy,23.02,34.74,17.97,52.66,0.0
Cotton,Sandy,15.68,62.36,36.39,286.27,0.0
Tomato,Silt,37.1,19.14,27.43,265.37,0.0
Maize,Sandy,20.58,36.88,94.73,206.22,0.0
Cotton,Peat,14.53,53.35,57.11,9.41,1.12
Maize,Sandy,25.78,34.69,51.55,117.28,0.0
Barley,Sandy,18.85,57.64,43.55,252.57,0.0
Cotton,Peat,14.88,71.61,89.92,214.63,0.0
Wheat,Sandy,41.0,62.68,3.51,46.34,0.51
Barley,Clay,30.37,85.67,31.29,121.78,0.0
Cotton,Sandy,16.36,82.73,44.85,169.68,0.0
Maize,Loamy,29.08,37.47,2.88,176.77,0.0
Sugarcane,Peat,21.96,66.84,93.48,228.89,0.0
Rice,Peat,39.86,36.18,77.89,193.77,0.0
Rice,Peat,18.16,15.36,32.71,116.07,0.0
Barley,Sandy,28.97,57.46,36.01,49.83,0.0
Sugarcane,Peat,37.38,76.55,89.69,238.88,0.0
Soybean,Sandy,29.36,12.55,10.27,115.7,0.0
Maize,Sandy,16.14,86.5,30.82,133.06,0.0
Sugarcane,Sandy,43.56,35.3,43.29,165.03,0.0
Rice,Clay,18.48,54.28,54.25,205.0,0.0
Soybean,Clay,30.61,52.08,57.72,18.39,2.9
Rice,Silt,33.79,61.56,47.58,125.27,0.0
Cotton,Clay,35.96,34.59,77.34,90.51,0.0
Rice,Loamy,12.76,24.65,83.87,87.02,0.0
Cotton,Clay,16.45,83.56,6.6,195.35,0.0
Maize,Peat,34.6,24.41,60.92,195.82,0.0
Rice,Peat,23.03,29.7,48.39,255.47,0.0
Wheat,Loamy,20.19,32.19,94.69,65.15,0.0
Tomato,Loamy,24.22,14.69,84.38,31.35,3.94
Tomato,Sandy,41.89,49.06,81.94,281.59,0.0
Barley,Loamy,21.99,63.96,67.06,253.91,0.0
Maize,Loamy,22.24,28.5,79.92,265.51,0.0
Wheat,Clay,33.73,38.76,41.59,240.68,0.0
Soybean,Sandy,20.12,16.21,28.55,115.33,0.0
Wheat,Silt,34.73,10.83,53.38,205.98,0.0
Sugarcane,Clay,38.29,63.52,33.21,159.77,0.0
Sugarcane,Sandy,36.7,53.82,49.02,162.66,0.0
Rice,Peat,31.02,26.75,19.15,168.72,0.0
Soybean,Loamy,39.78,45.22,36.15,126.86,0.0
Sugarcane,Sandy,28.68,78.9,68.15,227.62,0.0
Soybean,Loamy,43.24,57.44,26.77,153.48,0.0
Maize,Sandy,18.71,84.25,72.81,154.64,0.0
Sugarcane,Silt,28.18,41.68,50.22,274.63,0.0
Cotton,Peat,31.05,36.28,7.11,280.72,0.0
Tomato,Sandy,31.78,84.36,30.08,247.23,0.0
Cotton,Sandy,14.71,42.15,74.57,62.87,0.0
Barley,Peat,28.73,66.73,30.84,212.15,0.0
Wheat,Loamy,15.37,65.06,63.28,230.02,0.0
Tomato,Sandy,31.08,48.76,44.81,188.15,0.0
Rice,Sandy,34.59,45.33,38.37,221.31,0.0
Soybean,Clay,30.76,30.39,36.34,196.92,0.0
Cotton,Clay,16.77,28.38,19.89,122.83,0.0
Barley,Silt,40.02,64.17,73.5,10.63,3.35
Maize,Clay,12.99,38.75,90.0,78.17,0.0
Cotton,Silt,39.36,47.94,93.06,20.16,4.09
Barley,Peat,28.69,22.8,14.93,175.79,0.0
Soybean,Clay,29.32,77.59,60.78,226.01,0.0
Maize,Clay,14.93,79.18,52.53,139.71,0.0
Tomato,Sandy,14.27,58.85,98.22,243.94,0.0
Tomato,Silt,14.6,45.52,53.85,149.28,0.0
Soybean,Clay,39.51,82.98,39.54,112.89,0.0
Soybean,Clay,29.63,31.89,95.86,223.95,0.0
Sugarcane,Clay,30.73,16.77,58.68,290.98,0.0
